Current Round,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Round Progress,Not Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,,1,1,,1,1,,1,1,,1,1,,1,1,,1,1,,2,2,,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,
Round,,1,1,,2,2,,3,3,,4,4,,5,5,,6,6,,1,1,,2,2,,3,3,,4,4,,5,5,,6,6,,,,,,,,,,,,
Overall Round,,1,1,,2,2,,3,3,,4,4,,5,5,,6,6,,7,7,,8,8,,9,9,,10,10,,11,11,,12,12,,,,,,,,,,,,
PlayerID,Player Name,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Lobby,Placement,,Points,Firsts + Top4s,Top4s,Firsts,Seconds,3rds,4ths,5ths,6ths,7ths,8ths
62,KC N03#eprod,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
63,missionNYC#eprod,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
64,TheMajjor#eprod,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
65,FOUR koke#eprod,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
66,Nuge#eprod,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
67,FOUR vakio#eprod,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
68,VOIDS1N#eprod,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
69,Kaleap#eprod,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
70,Lonevale#eprod,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
71,Klax#eprod,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
72,FORA Rickas#eprod,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
73,Laharl#eprod,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
74,Powfist#eprod,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
75,Jaway#eprod,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
76,FORA evil one#eprod,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
77,Sphinx#eprod,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
78,DXN#eprod,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
79,Dokdok#eprod,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
80,RYT Luffy#eprod,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
81,Jordi Salvaje#eprod,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
82,Groxie#eprod,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
83,FOUR Bala#eprod,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
84,Kole#eprod,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
85,catge#eprod,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
86,Cane Rack#eprod,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
87,DUSK CFCDuds#eprod,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
88,teteuso10#eprod,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
89,Liam Neeson#eprod,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
90,Julvzzz#eprod,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
91,hurtensmile#eprod,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
92,swan#eprod,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
93,jebs#eprod,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
94,Knakrack#eprod,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
95,Aesah#eprod,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
96,qiyana 2005#eprod,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
97,techzz#eprod,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
98,Aya#eprod,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
99,Appies#eprod,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
100,Eo Soo#eprod,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
101,junglebook1#eprod,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
102,Welsh#eprod,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
103,FedeBtdn#eprod,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
104,Lyon#eprod,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
105,Durk#eprod,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
106,hizaia#eprod,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
107,Furina#eprod,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
108,WutPu#eprod,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
109,ralphie#eprod,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
110,pannyandrew#eprod,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
111,Cleridan#eprod,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
112,TFT Alchemist#eprod,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
113,LadderSlayer#eprod,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
114,Eldhelm#eprod,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
115,rod rod rod#eprod,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
116,barbacoa#eprod,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
117,jeddi#eprod,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
118,Maple TFT#eprod,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
119,Nassinho#eprod,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
120,God 0f Legends#eprod,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
121,MarkLinv#eprod,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
122,Marax#eprod,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
123,oogabooga72#eprod,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
124,cats#eprod,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
125,Becker#eprod,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
126,Chandler#eprod,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
127,Drakray#eprod,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
128,shawn1#eprod,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
129,IaMsAik0u#eprod,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
130,DavidAs#eprod,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
131,Piscine#eprod,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
132,Dominus#eprod,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
133,El Chelo#eprod,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
134,death#eprod,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
135,LUNA Arcanine#eprod,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
136,Tangiers#eprod,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
137,DYAMZ L33T#eprod,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
138,newjons#eprod,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
139,Detetive Aline#eprod,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
140,l NAIN l#eprod,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
141,inmd#eprod,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
142,QualityTeammat#eprod,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
143,mali uwu#eprod,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
144,her good boy#eprod,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
145,cecelo#eprod,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
146,MaoMao#eprod,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
147,Lelio#eprod,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
148,ccasely#eprod,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
149,pit#eprod,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
150,farland1339#eprod,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
151,Ushiyama#eprod,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
152,Cz1#eprod,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
153,SirMikeyReus#eprod,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
154,Phoenixaa#eprod,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
155,STR imaTi#eprod,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
156,Odyceuz1#eprod,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
157,Project Tempo#eprod,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
158,UNLP Sodi#eprod,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
159,jdseba#eprod,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
160,Xolas#eprod,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
161,Solduri#eprod,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
162,Ariazz#eprod,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
163,Josbar#eprod,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
164,biribiri#eprod,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
165,RYT KLEITONIUD#eprod,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
166,treyb#eprod,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
167,RamKev#eprod,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
168,Tobsss#eprod,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
169,1vs9peter#eprod,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,0,0,0,0,0
170,Breiiner#eprod,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0
171,Roontonzorg#eprod,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
172,robivankenob#eprod,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,0,0,0,1,0,0,0,0
173,superiority#eprod,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,0,0,0
174,MGHotDog#eprod,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,0,1,0,0,0,0,0,0
175,Kawori#eprod,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
176,aka Carlos#eprod,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,1,0,0,0,0,0
177,RSK Tactico#eprod,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0
178,MrAtton#eprod,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
