Current Round,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Round Progress,Not Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Dreynox#eprod,2,4,,2,5,,11,5,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,0,0,1,2,0,0,0
218,DthDiogo#eprod,28,6,,28,8,,24,8,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,2
227,dudu#eprod,29,3,,29,8,,22,8,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,0,0,1,0,0,0,0,2
105,Durk#eprod,14,6,,14,4,,29,5,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,0,1,1,1,0,0
87,DUSK CFCDuds#eprod,11,7,,11,4,,19,6,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,0,1,0,1,1,0
78,DXN#eprod,10,7,,10,6,,31,4,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,0,1,0,1,1,0
137,DYAMZ L33T#eprod,18,8,,18,5,,25,3,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,0,1,0,1,0,0,1
133,El Chelo#eprod,17,4,,17,5,,12,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,0,1,1,1,0,0
114,Eldhelm#eprod,15,3,,15,6,,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,1,0,0,1,0,1
38,emilyywang#eprod,5,2,,5,3,,19,3,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,3,0,1,2,0,0,0,0,0
206,Emzeeshady#eprod,26,4,,26,7,,11,3,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2,0,0,1,1,0,0,1,0
180,Enormibus#eprod,23,3,,23,6,,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,0,1,0,1,1,0,0
100,Eo Soo#eprod,13,5,,13,3,,24,1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,2,1,0,1,0,1,0,0,0
196,erci#eprod,25,8,,25,1,,13,4,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,2,1,0,0,1,0,0,0,1
150,farland1339#eprod,19,6,,19,4,,30,8,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,0,0,0,1,0,1,0,1
46,FatLife#eprod,6,7,,6,7,,16,8,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,2,1
103,FedeBtdn#eprod,13,8,,13,8,,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,0,0,1,0,0,0,0,2
208,FernandinhoAF#eprod,26,8,,26,4,,10,4,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,2,0,0,0,2,0,0,0,1
76,FORA evil one#eprod,10,6,,10,8,,21,8,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,2
72,FORA Rickas#eprod,9,5,,9,5,,25,7,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,2,0,1,0
83,FOUR Bala#eprod,11,6,,11,8,,23,3,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,1,0,0,1,0,1
65,FOUR koke#eprod,9,8,,9,6,,27,3,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,1,0,0,1,0,1
67,FOUR vakio#eprod,9,4,,9,8,,11,4,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,2,0,0,0,2,0,0,0,1
239,fsn#eprod,30,4,,30,2,,10,5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,2,0,1,0,1,1,0,0,0
107,Furina#eprod,14,8,,14,1,,16,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,2,2,0,0,0,0,0,0,1
207,gabymar10#eprod,26,5,,26,8,,30,2,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,1,0,0,1,0,0,1
120,God 0f Legends#eprod,15,8,,15,8,,1,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,2
6,Gorowicz#eprod,1,1,,1,6,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,2,1,1,0,0,0,1,0,0
82,Groxie#eprod,11,4,,11,7,,13,5,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,0,0,1,1,0,1,0
193,guubums#eprod,25,2,,25,3,,22,4,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,3,0,1,1,1,0,0,0,0
34,Hanneko#eprod,5,6,,5,4,,31,1,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,2,1,0,0,1,0,1,0,0
144,her good boy#eprod,18,1,,18,6,,2,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,1,1,0,0,0,0,1,1,0
204,hitsugaya#eprod,26,1,,26,6,,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,2,1,0,0,1,0,1,0,0
106,hizaia#eprod,14,2,,14,6,,29,8,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,1,0,0,0,1,0,1
91,hurtensmile#eprod,12,1,,12,7,,24,7,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,1,1,0,0,0,0,0,2,0
129,IaMsAik0u#eprod,17,7,,17,6,,31,3,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,0,1,0,0,1,1,0
51,Ink#eprod,7,6,,7,6,,23,2,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,1,0,0,0,2,0,0
141,inmd#eprod,18,7,,18,8,,7,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,2,1
182,Jack2tft#eprod,23,2,,23,1,,7,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,3,1,1,0,1,0,0,0,0
75,Jaway#eprod,10,1,,10,3,,20,2,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,3,1,1,1,0,0,0,0,0
159,jdseba#eprod,20,6,,20,1,,3,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,1,1,0,0,0,1,1,0,0
217,jdzielinski22#eprod,28,4,,28,7,,14,7,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,0,0,0,1,0,0,2,0
93,jebs#eprod,12,3,,12,5,,19,4,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,2,0,0,1,1,1,0,0,0
117,jeddi#eprod,15,6,,15,5,,7,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,0,1,0,1,1,0,0
247,JhinAmante#eprod,31,1,,31,3,,25,8,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,2,1,0,1,0,0,0,0,1
230,Jjchen101#eprod,29,8,,29,5,,26,8,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,1,0,0,2
81,Jordi Salvaje#eprod,11,3,,11,5,,23,7,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,1,0,1,0,1,0
163,Josbar#eprod,21,3,,21,4,,12,2,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,3,0,1,1,1,0,0,0,0
248,JosneyQT#eprod,31,5,,31,4,,8,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,0,1,1,1,0,0
90,Julvzzz#eprod,12,7,,12,1,,20,4,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,2,1,0,0,1,0,0,1,0
101,junglebook1#eprod,13,1,,13,2,,12,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,3,2,1,0,0,0,0,0,0
188,just tired#eprod,24,4,,24,6,,29,2,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,2,0,1,0,1,0,1,0,0
69,Kaleap#eprod,9,2,,9,2,,29,1,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,3,1,2,0,0,0,0,0,0
175,Kawori#eprod,22,6,,22,1,,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,1,0,0,0,0,2,0,0
62,KC N03#eprod,8,3,,8,6,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,2,0,1,1,0,0,1,0,0
8,keans#eprod,1,3,,1,5,,18,7,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,1,0,1,0,1,0
237,KiBi#eprod,30,8,,30,7,,11,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,1,0,0,0,0,0,1,1
214,Kidney#eprod,27,6,,27,3,,3,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,1,0,0,2,0,0
71,Klax#eprod,9,7,,9,7,,15,6,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,1,2,0
94,Knakrack#eprod,12,2,,12,2,,31,5,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,2,0,2,0,0,1,0,0,0
84,Kole#eprod,11,2,,11,1,,5,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,2,1,1,0,0,1,0,0,0
197,komikaru#eprod,25,4,,25,4,,26,1,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,3,1,0,0,2,0,0,0,0
22,ksve#eprod,3,4,,3,1,,28,3,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,3,1,0,1,1,0,0,0,0
54,Kurt Angle#eprod,7,2,,7,1,,8,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,3,1,2,0,0,0,0,0,0
225,Kurumx#eprod,29,6,,29,1,,6,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,2,1,1,0,0,0,1,0,0
29,Kyivix#eprod,4,4,,4,7,,12,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2,0,0,1,1,0,0,1,0
202,Kyouko Hori#eprod,26,6,,26,1,,5,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,2,1,0,1,0,0,1,0,0
140,l NAIN l#eprod,18,2,,18,3,,21,5,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,2,0,1,1,0,1,0,0,0
113,LadderSlayer#eprod,15,1,,15,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,24,6,3,3,0,0,0,0,0,0,0
194,Ladyluck#eprod,25,1,,25,2,,10,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,3,2,1,0,0,0,0,0,0
73,Laharl#eprod,10,2,,10,5,,18,3,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,2,0,1,1,0,1,0,0,0
39,LaPulga#eprod,5,8,,5,6,,25,6,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,2,0,1
235,Learning TFT#eprod,30,6,,30,5,,8,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,1,0,1
147,Lelio#eprod,19,2,,19,7,,6,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,1,0,0,1,0,1,0
48,leofloresdc#eprod,6,5,,6,6,,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,0,1,0,1,1,0,0
89,Liam Neeson#eprod,12,4,,12,3,,4,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,3,0,0,2,1,0,0,0,0
27,Liquid Tleyds#eprod,4,3,,4,1,,17,1,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,3,2,0,1,0,0,0,0,0
181,Lixexe#eprod,23,4,,23,3,,9,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,3,1,0,1,1,0,0,0,0
70,Lonevale#eprod,9,6,,9,1,,4,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,1,0,0,0,0,2,0,0
135,LUNA Arcanine#eprod,17,5,,17,7,,20,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,1,0,0,0,1,0,1,0
200,Lwken#eprod,25,3,,25,8,,21,7,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,0,0,1,0,0,0,1,1
104,Lyon#eprod,13,7,,13,7,,13,7,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,3,0
242,LYY SamiSamuel#eprod,31,8,,31,1,,17,5,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,1,1,0,0,0,1,0,0,1
199,LYY Zeyn#eprod,25,7,,25,6,,30,4,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,0,0,1,0,1,1,0
43,MAIKEL#eprod,6,3,,6,5,,20,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,1,0,0,1,0,2,0,0,0
185,Majorana#eprod,24,3,,24,8,,24,5,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,0,1,0,1,0,0,1
12,Malein#eprod,2,2,,2,6,,28,8,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,1,0,0,0,1,0,1
143,mali uwu#eprod,18,6,,18,2,,30,6,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,1,0,0,0,2,0,0
213,Manucrusader#eprod,27,1,,27,8,,9,7,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,1,0,0,0,0,0,1,1
146,MaoMao#eprod,19,1,,19,8,,12,7,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,1,0,0,0,0,0,1,1
118,Maple TFT#eprod,15,2,,15,2,,31,7,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,2,0,2,0,0,0,0,1,0
122,Marax#eprod,16,5,,16,6,,3,8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,1,0,1
121,MarkLinv#eprod,16,7,,16,8,,9,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,1,1,1
15,martillitojm#eprod,2,7,,2,3,,25,4,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2,0,0,1,1,0,0,1,0
17,mathponte#eprod,3,2,,3,8,,20,7,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,0,1,0,0,0,0,1,1
215,maZa147#eprod,27,7,,27,4,,18,8,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,0,0,0,1,0,0,1,1
45,mD Bepo#eprod,6,1,,6,1,,3,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,3,2,0,0,1,0,0,0,0
186,me1stor8th#eprod,24,2,,24,1,,4,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,3,1,1,0,1,0,0,0,0
190,mein#eprod,24,6,,24,5,,5,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,1,0,1,0,0,1,1,0,0
223,memedbymario#eprod,28,5,,28,4,,7,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,0,0,0,1,2,0,0,0
244,met zauh#eprod,31,3,,31,7,,26,4,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2,0,0,1,1,0,0,1,0
187,MGC Fizz#eprod,24,7,,24,7,,19,8,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,2,1
174,MGHotDog#eprod,22,2,,22,6,,27,7,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,1,0,0,0,1,1,0
63,missionNYC#eprod,8,4,,8,5,,14,6,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,0,1,1,1,0,0
178,MrAtton#eprod,23,8,,23,8,,5,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,3
203,MrBombastic#eprod,26,2,,26,2,,28,4,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,3,0,2,0,1,0,0,0,0
37,MrPP#eprod,5,4,,5,2,,12,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,2,0,1,0,1,1,0,0,0
44,Narkesh#eprod,6,6,,6,8,,20,6,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,2,0,1
119,Nassinho#eprod,15,4,,15,4,,27,5,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,2,0,0,0,2,1,0,0,0
11,Neonify#eprod,2,1,,2,8,,11,2,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,2,1,1,0,0,0,0,0,1
138,newjons#eprod,18,5,,18,1,,18,4,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,2,1,0,0,1,1,0,0,0
41,Nikhil22m#eprod,6,2,,6,3,,24,2,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,3,0,2,1,0,0,0,0,0
28,noodle#eprod,4,5,,4,4,,5,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,2,0,0,0,2,1,0,0,0
66,Nuge#eprod,9,3,,9,3,,9,5,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,2,0,0,2,0,1,0,0,0
